Date,IT Dep.,CostElement,Country,Forecast
01/08/2020,Emerging,Telecomm,Mexico,-14
01/09/2020,Emerging,Telecomm,Mexico,-14
01/10/2020,Emerging,Telecomm,Mexico,-14
01/11/2020,Emerging,Telecomm,Mexico,-14
01/12/2020,Emerging,Telecomm,Mexico,-14
01/01/2020,Emerging,Telecomm,Switzerland,2
01/02/2020,Emerging,Telecomm,Switzerland,1
01/03/2020,Emerging,Telecomm,Switzerland,1
01/04/2020,Emerging,Telecomm,Switzerland,1
01/06/2020,Emerging,Telecomm,Switzerland,1
01/07/2020,Emerging,Telecomm,Switzerland,-1
01/08/2020,Emerging,Telecomm,Switzerland,-1
01/09/2020,Emerging,Telecomm,Switzerland,-1
01/02/2020,Emerging,Telecomm,USA,813
01/03/2020,Emerging,Telecomm,USA,395
01/04/2020,Emerging,Telecomm,USA,99
01/06/2020,Emerging,Telecomm,USA,631
01/07/2020,Emerging,Telecomm,USA,105
01/08/2020,Emerging,Telecomm,USA,105
01/09/2020,Emerging,Telecomm,USA,105
01/10/2020,Emerging,Telecomm,USA,105
01/11/2020,Emerging,Telecomm,USA,105
01/12/2020,Emerging,Telecomm,USA,105
01/02/2020,Emerging,Training,Brazil,66
01/03/2020,Emerging,Training,Brazil,67
01/04/2020,Emerging,Training,Brazil,193
01/05/2020,Emerging,Training,Brazil,43
01/06/2020,Emerging,Training,Brazil,58
01/07/2020,Emerging,Training,Brazil,-71
01/08/2020,Emerging,Training,Brazil,-71
01/09/2020,Emerging,Training,Brazil,-71
01/10/2020,Emerging,Training,Brazil,-71
01/11/2020,Emerging,Training,Brazil,-71
01/12/2020,Emerging,Training,Brazil,-71
01/02/2020,Emerging,Training,Mexico,486
01/03/2020,Emerging,Training,Mexico,496
01/04/2020,Emerging,Training,Mexico,773
01/07/2020,Emerging,Training,Mexico,"1,423"
01/08/2020,Emerging,Training,Mexico,"1,423"
01/09/2020,Emerging,Training,Mexico,"1,423"
01/10/2020,Emerging,Training,Mexico,"1,423"
01/11/2020,Emerging,Training,Mexico,"1,423"
01/12/2020,Emerging,Training,Mexico,"1,423"
01/01/2020,Emerging,Training,USA,115
01/07/2020,Emerging,Training,USA,19
01/08/2020,Emerging,Training,USA,19
01/09/2020,Emerging,Training,USA,19
01/10/2020,Emerging,Training,USA,19
01/11/2020,Emerging,Training,USA,19
01/12/2020,Emerging,Training,USA,19
01/01/2020,Emerging,Travel,Brazil,-466
01/02/2020,Emerging,Travel,Brazil,-42
01/03/2020,Emerging,Travel,Brazil,31
01/04/2020,Emerging,Travel,Brazil,298
01/07/2020,Emerging,Travel,Brazil,330
01/08/2020,Emerging,Travel,Brazil,"1,230"
01/09/2020,Emerging,Travel,Brazil,330
01/10/2020,Emerging,Travel,Brazil,330
01/11/2020,Emerging,Travel,Brazil,330
01/12/2020,Emerging,Travel,Brazil,330
01/01/2020,Emerging,Travel,Mexico,82
01/02/2020,Emerging,Travel,Mexico,5
01/03/2020,Emerging,Travel,Mexico,276
01/04/2020,Emerging,Travel,Mexico,330
01/05/2020,Emerging,Travel,Mexico,612
01/06/2020,Emerging,Travel,Mexico,"1,377"
01/07/2020,Emerging,Travel,Mexico,"3,889"
01/08/2020,Emerging,Travel,Mexico,"3,889"
01/09/2020,Emerging,Travel,Mexico,"3,889"
01/10/2020,Emerging,Travel,Mexico,"3,889"
01/11/2020,Emerging,Travel,Mexico,"3,889"
01/12/2020,Emerging,Travel,Mexico,"3,889"
01/01/2020,Emerging,Travel,USA,"2,394"
01/02/2020,Emerging,Travel,USA,917
01/03/2020,Emerging,Travel,USA,"8,680"
01/04/2020,Emerging,Travel,USA,526
01/05/2020,Emerging,Travel,USA,"7,737"
01/06/2020,Emerging,Travel,USA,"10,352"
01/07/2020,Emerging,Travel,USA,"2,350"
01/08/2020,Emerging,Travel,USA,"2,350"
01/09/2020,Emerging,Travel,USA,"2,350"
01/10/2020,Emerging,Travel,USA,"2,350"
01/11/2020,Emerging,Travel,USA,"2,350"
01/12/2020,Emerging,Travel,USA,"2,350"
01/01/2020,Emerging,Vehicles,Mexico,82
01/02/2020,Emerging,Vehicles,Mexico,161
01/03/2020,Emerging,Vehicles,Mexico,68
01/04/2020,Emerging,Vehicles,Mexico,270
01/05/2020,Emerging,Vehicles,Mexico,86
01/06/2020,Emerging,Vehicles,Mexico,73
01/07/2020,Emerging,Vehicles,Mexico,395
01/08/2020,Emerging,Vehicles,Mexico,201
01/09/2020,Emerging,Vehicles,Mexico,201
01/10/2020,Emerging,Vehicles,Mexico,395
01/11/2020,Emerging,Vehicles,Mexico,201
01/12/2020,Emerging,Vehicles,Mexico,201
01/01/2020,Enterprise Capabilities,Depreciation,United Kingdom,19
01/02/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
01/03/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
01/04/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
01/05/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
01/06/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
01/05/2020,Enterprise Capabilities,External Labor,United Kingdom,124
01/06/2020,Enterprise Capabilities,External Labor,United Kingdom,100
01/01/2020,Enterprise Capabilities,Internal Labor,Spain,"5,889"
01/02/2020,Enterprise Capabilities,Internal Labor,Spain,"6,073"
01/03/2020,Enterprise Capabilities,Internal Labor,Spain,"6,241"
01/04/2020,Enterprise Capabilities,Internal Labor,Spain,"6,397"
01/05/2020,Enterprise Capabilities,Internal Labor,Spain,"20,702"
01/06/2020,Enterprise Capabilities,Internal Labor,Spain,"-3,090"
01/01/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"10,039"
01/02/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,500"
01/03/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"6,431"
01/04/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,738"
01/05/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"9,161"
01/06/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,975"
01/07/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
01/08/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
01/09/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
01/10/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
01/11/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
01/12/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"16,350"
01/02/2020,Enterprise Capabilities,Other,United Kingdom,87
01/03/2020,Enterprise Capabilities,Other,United Kingdom,10
01/09/2020,Enterprise Capabilities,Software Maintenance,United Kingdom,"11,226"
01/02/2020,Enterprise Capabilities,Telecomm,United Kingdom,131
01/03/2020,Enterprise Capabilities,Telecomm,United Kingdom,51
01/04/2020,Enterprise Capabilities,Telecomm,United Kingdom,94
01/05/2020,Enterprise Capabilities,Telecomm,United Kingdom,45
01/06/2020,Enterprise Capabilities,Telecomm,United Kingdom,14
01/02/2020,Enterprise Capabilities,Training,United Kingdom,147
01/06/2020,Enterprise Capabilities,Training,United Kingdom,-152
01/02/2020,Enterprise Capabilities,Travel,Spain,215
01/03/2020,Enterprise Capabilities,Travel,Spain,108
01/05/2020,Enterprise Capabilities,Travel,Spain,100
01/01/2020,Enterprise Capabilities,Travel,United Kingdom,316
01/02/2020,Enterprise Capabilities,Travel,United Kingdom,368
01/03/2020,Enterprise Capabilities,Travel,United Kingdom,"1,689"
01/06/2020,Enterprise Capabilities,Travel,United Kingdom,39
01/01/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
01/02/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
01/03/2020,Enterprise Capabilities,Vehicles,United Kingdom,-1
01/05/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
01/06/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
01/07/2020,GRC,Administrative,Italy,-620
01/08/2020,GRC,Administrative,Italy,-620
01/09/2020,GRC,Administrative,Italy,-620
01/10/2020,GRC,Administrative,Italy,-620
01/11/2020,GRC,Administrative,Italy,-620
01/12/2020,GRC,Administrative,Italy,-620
01/07/2020,GRC,Administrative,Spain,-128
01/08/2020,GRC,Administrative,Spain,-128
01/09/2020,GRC,Administrative,Spain,-128
01/10/2020,GRC,Administrative,Spain,-128
01/11/2020,GRC,Administrative,Spain,-128
01/12/2020,GRC,Administrative,Spain,-128
01/07/2020,GRC,Administrative,United Kingdom,"-5,272"
01/08/2020,GRC,Administrative,United Kingdom,"-5,272"
01/09/2020,GRC,Administrative,United Kingdom,"-5,272"
01/10/2020,GRC,Administrative,United Kingdom,"-5,272"
01/11/2020,GRC,Administrative,United Kingdom,"-5,272"
01/12/2020,GRC,Administrative,United Kingdom,"-5,272"
01/01/2020,GRC,Depreciation,Spain,139
01/02/2020,GRC,Depreciation,Spain,143
01/03/2020,GRC,Depreciation,Spain,144
01/04/2020,GRC,Depreciation,Spain,147
01/05/2020,GRC,Depreciation,Spain,155
01/06/2020,GRC,Depreciation,Spain,149
01/01/2020,GRC,Depreciation,United Kingdom,157
01/02/2020,GRC,Depreciation,United Kingdom,163
01/03/2020,GRC,Depreciation,United Kingdom,165
01/04/2020,GRC,Depreciation,United Kingdom,164
01/05/2020,GRC,Depreciation,United Kingdom,171
01/06/2020,GRC,Depreciation,United Kingdom,168
01/07/2020,GRC,Employee Performance,USA,12
01/08/2020,GRC,Employee Performance,USA,12
01/09/2020,GRC,Employee Performance,USA,12
01/10/2020,GRC,Employee Performance,USA,12
01/11/2020,GRC,Employee Performance,USA,12
01/12/2020,GRC,Employee Performance,USA,12
01/05/2020,GRC,External Labor,France,"2,289"
01/01/2020,GRC,External Labor,Germany,"-6,125"
01/02/2020,GRC,External Labor,Germany,"18,351"
01/03/2020,GRC,External Labor,Germany,"37,456"
01/04/2020,GRC,External Labor,Germany,"-13,440"
01/05/2020,GRC,External Labor,Germany,"26,330"
01/06/2020,GRC,External Labor,Germany,"40,877"
01/07/2020,GRC,External Labor,Germany,"14,815"
01/08/2020,GRC,External Labor,Germany,"14,815"
01/09/2020,GRC,External Labor,Germany,"14,815"
01/10/2020,GRC,External Labor,Germany,"14,815"
01/11/2020,GRC,External Labor,Germany,"14,815"
01/12/2020,GRC,External Labor,Germany,"14,815"
01/07/2020,GRC,External Labor,Italy,"7,183"
01/08/2020,GRC,External Labor,Italy,"7,183"
01/09/2020,GRC,External Labor,Italy,"7,183"
01/10/2020,GRC,External Labor,Italy,"7,183"
01/11/2020,GRC,External Labor,Italy,"7,183"
01/12/2020,GRC,External Labor,Italy,"7,183"
01/01/2020,GRC,External Labor,New Zealand,"1,214"
01/07/2020,GRC,External Labor,Spain,"1,916"
01/08/2020,GRC,External Labor,Spain,"1,916"
01/09/2020,GRC,External Labor,Spain,"1,916"
01/10/2020,GRC,External Labor,Spain,"1,916"
01/11/2020,GRC,External Labor,Spain,"1,916"
01/12/2020,GRC,External Labor,Spain,"1,916"
01/01/2020,GRC,External Labor,United Kingdom,"-20,487"
01/02/2020,GRC,External Labor,United Kingdom,"3,068"
01/03/2020,GRC,External Labor,United Kingdom,"2,752"
01/04/2020,GRC,External Labor,United Kingdom,"2,560"
01/05/2020,GRC,External Labor,United Kingdom,"3,891"
01/06/2020,GRC,External Labor,United Kingdom,"3,138"
01/07/2020,GRC,External Labor,United Kingdom,"5,775"
01/08/2020,GRC,External Labor,United Kingdom,"5,775"
01/09/2020,GRC,External Labor,United Kingdom,"5,775"
01/10/2020,GRC,External Labor,United Kingdom,"5,775"
01/11/2020,GRC,External Labor,United Kingdom,"5,775"
01/12/2020,GRC,External Labor,United Kingdom,"5,775"
01/03/2020,GRC,External Labor,USA,"150,067"
01/04/2020,GRC,External Labor,USA,"-109,684"
01/05/2020,GRC,External Labor,USA,"13,636"
01/06/2020,GRC,External Labor,USA,"-20,941"
01/07/2020,GRC,External Labor,USA,8
01/08/2020,GRC,External Labor,USA,8
01/09/2020,GRC,External Labor,USA,8
01/10/2020,GRC,External Labor,USA,8
01/11/2020,GRC,External Labor,USA,8
01/12/2020,GRC,External Labor,USA,8
01/06/2020,GRC,Hardware,New Zealand,191
01/04/2020,GRC,Hardware,USA,481
01/05/2020,GRC,Hardware,USA,78
01/07/2020,GRC,Hardware,USA,125
01/08/2020,GRC,Hardware,USA,125
01/09/2020,GRC,Hardware,USA,125
01/10/2020,GRC,Hardware,USA,125
01/11/2020,GRC,Hardware,USA,125
01/12/2020,GRC,Hardware,USA,125
01/03/2020,GRC,Hardware Maintenance,Italy,"14,412"
01/04/2020,GRC,Hardware Maintenance,Italy,"7,386"
01/05/2020,GRC,Hardware Maintenance,Italy,"7,757"
01/06/2020,GRC,Hardware Maintenance,Italy,"7,482"
01/01/2020,GRC,Hardware Maintenance,Spain,339
01/07/2020,GRC,Hardware Maintenance,USA,125
01/08/2020,GRC,Hardware Maintenance,USA,125
01/09/2020,GRC,Hardware Maintenance,USA,125
01/10/2020,GRC,Hardware Maintenance,USA,125
01/11/2020,GRC,Hardware Maintenance,USA,125
01/12/2020,GRC,Hardware Maintenance,USA,125
01/04/2020,GRC,Inbound Allocations,United Kingdom,"-20,670"
01/01/2020,GRC,Internal Labor,France,"8,975"
01/02/2020,GRC,Internal Labor,France,"9,230"
01/03/2020,GRC,Internal Labor,France,"9,421"
01/04/2020,GRC,Internal Labor,France,"9,709"
01/05/2020,GRC,Internal Labor,France,"10,196"
01/06/2020,GRC,Internal Labor,France,"9,350"
01/07/2020,GRC,Internal Labor,France,"7,935"
01/08/2020,GRC,Internal Labor,France,"7,935"
01/09/2020,GRC,Internal Labor,France,"7,935"
01/10/2020,GRC,Internal Labor,France,"7,935"
01/11/2020,GRC,Internal Labor,France,"7,935"
01/12/2020,GRC,Internal Labor,France,"7,935"
01/01/2020,GRC,Internal Labor,Germany,"27,373"
01/02/2020,GRC,Internal Labor,Germany,"97,769"
01/03/2020,GRC,Internal Labor,Germany,"66,660"
01/04/2020,GRC,Internal Labor,Germany,"53,992"
01/05/2020,GRC,Internal Labor,Germany,"59,340"
01/06/2020,GRC,Internal Labor,Germany,"59,983"
01/07/2020,GRC,Internal Labor,Germany,"41,483"
01/08/2020,GRC,Internal Labor,Germany,"41,483"
01/09/2020,GRC,Internal Labor,Germany,"41,483"
01/10/2020,GRC,Internal Labor,Germany,"41,483"
01/11/2020,GRC,Internal Labor,Germany,"41,483"
01/12/2020,GRC,Internal Labor,Germany,"41,483"
01/01/2020,GRC,Internal Labor,Italy,"13,800"
01/02/2020,GRC,Internal Labor,Italy,"19,712"
01/03/2020,GRC,Internal Labor,Italy,"8,730"
01/04/2020,GRC,Internal Labor,Italy,"14,684"
01/05/2020,GRC,Internal Labor,Italy,"15,541"
01/06/2020,GRC,Internal Labor,Italy,"15,334"
01/07/2020,GRC,Internal Labor,Italy,"18,856"
01/08/2020,GRC,Internal Labor,Italy,"18,856"
01/09/2020,GRC,Internal Labor,Italy,"18,856"
01/10/2020,GRC,Internal Labor,Italy,"18,856"
01/11/2020,GRC,Internal Labor,Italy,"18,856"
01/12/2020,GRC,Internal Labor,Italy,"18,856"
01/01/2020,GRC,Internal Labor,New Zealand,"18,000"
01/02/2020,GRC,Internal Labor,New Zealand,"17,129"
01/03/2020,GRC,Internal Labor,New Zealand,"18,440"
01/04/2020,GRC,Internal Labor,New Zealand,"17,425"
01/05/2020,GRC,Internal Labor,New Zealand,"18,567"
01/06/2020,GRC,Internal Labor,New Zealand,"18,347"
01/07/2020,GRC,Internal Labor,New Zealand,"17,453"
01/08/2020,GRC,Internal Labor,New Zealand,"17,453"
01/09/2020,GRC,Internal Labor,New Zealand,"17,453"
01/10/2020,GRC,Internal Labor,New Zealand,"17,453"
01/11/2020,GRC,Internal Labor,New Zealand,"17,453"
01/12/2020,GRC,Internal Labor,New Zealand,"17,453"
01/07/2020,GRC,Internal Labor,Spain,"7,935"
01/08/2020,GRC,Internal Labor,Spain,"7,935"
01/09/2020,GRC,Internal Labor,Spain,"7,935"
01/10/2020,GRC,Internal Labor,Spain,"7,935"
01/11/2020,GRC,Internal Labor,Spain,"7,935"
01/12/2020,GRC,Internal Labor,Spain,"7,935"
01/01/2020,GRC,Internal Labor,United Kingdom,"29,700"
01/02/2020,GRC,Internal Labor,United Kingdom,"32,470"
01/03/2020,GRC,Internal Labor,United Kingdom,"42,236"
01/04/2020,GRC,Internal Labor,United Kingdom,"38,860"
01/05/2020,GRC,Internal Labor,United Kingdom,"40,943"
01/06/2020,GRC,Internal Labor,United Kingdom,"19,119"
01/07/2020,GRC,Internal Labor,United Kingdom,"55,125"
01/08/2020,GRC,Internal Labor,United Kingdom,"55,125"
01/09/2020,GRC,Internal Labor,United Kingdom,"55,125"
01/10/2020,GRC,Internal Labor,United Kingdom,"55,125"
01/11/2020,GRC,Internal Labor,United Kingdom,"55,125"
01/12/2020,GRC,Internal Labor,United Kingdom,"55,125"
01/01/2020,GRC,Internal Labor,USA,"20,793"
01/02/2020,GRC,Internal Labor,USA,"23,201"
01/03/2020,GRC,Internal Labor,USA,"21,773"
01/04/2020,GRC,Internal Labor,USA,"20,383"
01/05/2020,GRC,Internal Labor,USA,"19,672"
01/06/2020,GRC,Internal Labor,USA,"19,982"
01/07/2020,GRC,Internal Labor,USA,"20,753"
01/08/2020,GRC,Internal Labor,USA,"20,753"
01/09/2020,GRC,Internal Labor,USA,"20,753"
01/10/2020,GRC,Internal Labor,USA,"20,870"
01/11/2020,GRC,Internal Labor,USA,"20,870"
01/12/2020,GRC,Internal Labor,USA,"20,874"
01/07/2020,GRC,Other,France,7
01/08/2020,GRC,Other,France,7
01/09/2020,GRC,Other,France,7
01/10/2020,GRC,Other,France,7
01/11/2020,GRC,Other,France,7
01/12/2020,GRC,Other,France,7
01/02/2020,GRC,Other,Germany,57
01/03/2020,GRC,Other,Germany,12
01/04/2020,GRC,Other,Germany,12
01/05/2020,GRC,Other,Germany,14
01/06/2020,GRC,Other,Germany,"7,704"
01/01/2020,GRC,Other,Italy,24
01/03/2020,GRC,Other,Italy,-61
01/04/2020,GRC,Other,Italy,5
01/06/2020,GRC,Other,Italy,7
01/01/2020,GRC,Other,New Zealand,23
01/02/2020,GRC,Other,New Zealand,298
01/04/2020,GRC,Other,New Zealand,22
01/06/2020,GRC,Other,New Zealand,12
01/07/2020,GRC,Other,New Zealand,"2,716"
01/08/2020,GRC,Other,New Zealand,"2,716"
01/09/2020,GRC,Other,New Zealand,"2,716"
01/10/2020,GRC,Other,New Zealand,"2,813"
01/11/2020,GRC,Other,New Zealand,"2,813"
01/12/2020,GRC,Other,New Zealand,"2,813"
01/01/2020,GRC,Other,Spain,18
01/07/2020,GRC,Other,Spain,7
01/08/2020,GRC,Other,Spain,7
01/09/2020,GRC,Other,Spain,7
01/10/2020,GRC,Other,Spain,7
01/11/2020,GRC,Other,Spain,7
01/12/2020,GRC,Other,Spain,7
01/01/2020,GRC,Other,United Kingdom,540
01/02/2020,GRC,Other,United Kingdom,188
01/03/2020,GRC,Other,United Kingdom,523
01/05/2020,GRC,Other,United Kingdom,35
01/06/2020,GRC,Other,United Kingdom,287
01/02/2020,GRC,Other,USA,45
01/03/2020,GRC,Other,USA,49
01/07/2020,GRC,Other,USA,67
01/08/2020,GRC,Other,USA,67
01/09/2020,GRC,Other,USA,67
01/10/2020,GRC,Other,USA,67
01/11/2020,GRC,Other,USA,67
01/12/2020,GRC,Other,USA,67
01/01/2020,GRC,Outbound Allocations,United Kingdom,685
01/02/2020,GRC,Outbound Allocations,United Kingdom,708
01/03/2020,GRC,Outbound Allocations,United Kingdom,717
01/04/2020,GRC,Outbound Allocations,United Kingdom,714
01/05/2020,GRC,Outbound Allocations,United Kingdom,743
01/06/2020,GRC,Outbound Allocations,United Kingdom,732
01/07/2020,GRC,Outbound Allocations,United Kingdom,721
01/08/2020,GRC,Outbound Allocations,United Kingdom,721
01/09/2020,GRC,Outbound Allocations,United Kingdom,721
01/10/2020,GRC,Outbound Allocations,United Kingdom,721
01/11/2020,GRC,Outbound Allocations,United Kingdom,721
01/12/2020,GRC,Outbound Allocations,United Kingdom,721
01/02/2020,GRC,Project Expenses,United Kingdom,"30,298"
01/05/2020,GRC,Project Expenses,United Kingdom,"25,011"
01/06/2020,GRC,Project Expenses,United Kingdom,"-24,645"
01/01/2020,GRC,Recognition,Germany,"3,772"
01/07/2020,GRC,Recognition,USA,3
01/08/2020,GRC,Recognition,USA,3
01/09/2020,GRC,Recognition,USA,3
01/10/2020,GRC,Recognition,USA,3
01/11/2020,GRC,Recognition,USA,3
01/12/2020,GRC,Recognition,USA,3
01/01/2020,GRC,Severance,Italy,657
01/02/2020,GRC,Severance,Italy,651
01/03/2020,GRC,Severance,Italy,475
01/04/2020,GRC,Severance,Italy,862
01/05/2020,GRC,Severance,Italy,940
01/06/2020,GRC,Severance,Italy,"1,396"
01/01/2020,GRC,Severance,New Zealand,217
01/02/2020,GRC,Severance,New Zealand,201
01/03/2020,GRC,Severance,New Zealand,452
01/04/2020,GRC,Severance,New Zealand,206
01/05/2020,GRC,Severance,New Zealand,220
01/06/2020,GRC,Severance,New Zealand,815
01/07/2020,GRC,Software,USA,15
01/08/2020,GRC,Software,USA,15
01/09/2020,GRC,Software,USA,15
01/10/2020,GRC,Software,USA,15
01/11/2020,GRC,Software,USA,15
01/12/2020,GRC,Software,USA,15
01/07/2020,GRC,Software Maintenance,United Kingdom,"2,750"
01/08/2020,GRC,Software Maintenance,United Kingdom,"2,750"
01/09/2020,GRC,Software Maintenance,United Kingdom,"2,750"
01/10/2020,GRC,Software Maintenance,United Kingdom,"2,750"
01/11/2020,GRC,Software Maintenance,United Kingdom,"2,750"
01/12/2020,GRC,Software Maintenance,United Kingdom,"2,750"
01/03/2020,GRC,Supplies,Germany,7
01/06/2020,GRC,Supplies,Germany,9
01/03/2020,GRC,Supplies,United Kingdom,12
01/02/2020,GRC,Supplies,USA,65
01/07/2020,GRC,Supplies,USA,45
01/08/2020,GRC,Supplies,USA,45
01/09/2020,GRC,Supplies,USA,45
01/10/2020,GRC,Supplies,USA,45
01/11/2020,GRC,Supplies,USA,45
01/12/2020,GRC,Supplies,USA,45
01/01/2020,GRC,Taxes,USA,116
01/02/2020,GRC,Taxes,USA,93
01/03/2020,GRC,Taxes,USA,104
01/04/2020,GRC,Taxes,USA,104
01/05/2020,GRC,Taxes,USA,104
01/06/2020,GRC,Taxes,USA,104
01/07/2020,GRC,Taxes,USA,104
01/08/2020,GRC,Taxes,USA,104
01/09/2020,GRC,Taxes,USA,104
01/10/2020,GRC,Taxes,USA,104
01/11/2020,GRC,Taxes,USA,104
01/12/2020,GRC,Taxes,USA,104
01/07/2020,GRC,Telecomm,France,92
01/08/2020,GRC,Telecomm,France,92
01/09/2020,GRC,Telecomm,France,92
01/10/2020,GRC,Telecomm,France,92
01/11/2020,GRC,Telecomm,France,92
01/12/2020,GRC,Telecomm,France,92
01/01/2020,GRC,Telecomm,Germany,6
01/01/2020,GRC,Telecomm,Italy,5
01/02/2020,GRC,Telecomm,Italy,3
01/03/2020,GRC,Telecomm,Italy,165
01/04/2020,GRC,Telecomm,Italy,27
01/05/2020,GRC,Telecomm,Italy,86
01/06/2020,GRC,Telecomm,Italy,-2
01/01/2020,GRC,Telecomm,New Zealand,20
01/02/2020,GRC,Telecomm,New Zealand,-20
01/04/2020,GRC,Telecomm,New Zealand,6
01/06/2020,GRC,Telecomm,New Zealand,-6
01/01/2020,GRC,Telecomm,Spain,30
01/07/2020,GRC,Telecomm,Spain,92
